Student_ID,Age,Gender,School_Type,Study_Hours_Per_Week,Attendance_Rate,Previous_Grade,Parental_Education,Family_Income,Extracurricular_Activities,Absences,Has_Tutor,Sleep_Hours,Internet_Access,Final_Grade
1296,17,Male,Private,17.5,78.0,70.8,Master,Low,3,4,0,6.3,1,69.4
1297,18,Female,Public,21.1,86.7,61.8,Bachelor,Medium,4,5,0,8.5,1,89.1
1298,16,Female,Public,7.5,90.7,84.4,Bachelor,Medium,2,9,0,6.7,1,81.4
1299,19,Male,Public,14.2,75.6,55.8,Bachelor,Medium,2,7,0,7.4,1,67.6
1300,16,Female,Public,16.4,95.5,91.7,High School,Medium,3,7,0,5.4,1,76.3
1301,16,Female,Public,14.5,67.7,63.8,High School,Medium,2,6,0,9.2,1,78.9
1302,18,Female,Private,2.6,86.7,85.0,High School,Low,0,6,1,7.5,1,85.0
1303,17,Female,Public,17.5,96.2,75.3,PhD,Medium,2,8,0,4.6,1,79.0
1304,17,Female,Public,22.6,86.4,78.2,High School,Low,4,8,0,5.8,1,83.1
1305,16,Female,Public,15.6,55.4,67.9,Master,Medium,0,10,0,6.1,1,61.1
1306,19,Female,Public,9.8,83.7,79.2,High School,Medium,5,12,0,9.1,1,75.6
1307,17,Male,Private,12.4,98.3,76.6,PhD,Medium,3,8,0,10.0,0,89.2
1308,19,Male,Public,23.8,99.9,57.5,Bachelor,Medium,3,11,1,7.6,1,95.3
1309,17,Female,Public,19.5,99.0,63.4,Bachelor,Low,3,11,0,8.3,1,93.2
1310,19,Male,Public,18.2,93.8,68.5,Bachelor,High,0,8,0,8.5,1,91.3
1311,18,Female,Public,16.8,98.1,65.9,Master,Medium,3,10,0,5.7,0,90.5
1312,19,Female,Public,11.7,88.7,90.0,High School,Medium,3,10,0,6.9,1,84.0
1313,18,Male,Public,14.0,85.9,75.1,Master,High,4,9,1,6.9,1,91.9
1314,18,Female,Public,14.6,91.6,65.7,Bachelor,High,1,7,0,8.7,1,84.1
1315,19,Female,Public,17.7,96.4,69.1,High School,Low,5,4,0,9.5,1,94.0
1316,18,Male,Public,22.5,97.9,68.9,High School,Medium,1,7,0,9.7,1,100.0
1317,16,Male,Private,20.6,74.0,71.5,Master,Medium,1,7,1,7.6,1,86.3
1318,18,Male,Private,7.9,72.8,62.1,High School,Low,3,8,0,7.5,1,65.5
1319,17,Male,Public,16.1,70.8,65.2,Master,Low,0,6,0,6.5,1,72.3
1320,19,Female,Public,18.7,86.8,84.2,High School,Medium,3,9,0,7.1,1,86.5
1321,16,Male,Public,18.1,87.4,77.2,Bachelor,Medium,1,8,0,8.3,1,95.2
1322,19,Female,Public,11.9,98.7,73.2,Bachelor,High,4,6,0,8.1,0,87.0
1323,17,Male,Public,29.6,71.8,75.0,Bachelor,Low,3,9,1,7.7,1,100.0
1324,17,Male,Public,8.6,97.9,74.5,Bachelor,High,3,9,1,6.0,1,84.8
1325,17,Female,Private,9.6,67.9,72.5,Master,High,3,5,0,9.3,1,72.0
1326,18,Female,Private,16.2,90.0,81.2,Master,Medium,0,12,1,7.6,1,100.0
1327,18,Male,Public,25.6,99.1,80.3,Bachelor,Low,4,10,1,7.2,1,100.0
1328,19,Male,Public,10.8,94.5,56.1,Bachelor,Medium,4,5,0,8.1,1,77.6
1329,19,Male,Public,13.7,96.0,73.4,Bachelor,Medium,4,6,0,6.2,1,80.7
1330,16,Male,Public,20.4,90.0,56.9,PhD,Medium,4,14,0,6.1,1,78.1
1331,16,Female,Public,14.9,72.8,82.6,Master,Medium,1,8,1,6.6,1,89.7
1332,19,Male,Public,13.3,78.9,84.2,High School,High,3,5,0,5.8,1,73.2
1333,18,Male,Private,17.8,80.3,67.7,High School,Low,5,12,0,7.1,1,82.2
1334,17,Male,Public,16.4,89.9,73.6,PhD,Medium,4,10,0,4.6,1,73.9
1335,19,Female,Public,20.2,98.7,49.7,High School,High,2,4,0,6.4,1,89.4
1336,16,Female,Public,21.5,76.4,86.7,PhD,Medium,2,7,0,4.6,1,87.2
1337,18,Male,Public,16.5,96.0,83.5,Bachelor,Low,5,10,1,6.7,1,95.5
1338,19,Female,Public,16.5,95.2,88.8,High School,Low,1,9,0,6.7,1,79.0
1339,19,Male,Private,16.1,93.9,92.8,Bachelor,Medium,2,14,1,8.4,1,99.1
1340,18,Male,Public,17.4,95.5,60.3,Bachelor,Medium,2,7,0,7.3,1,81.1
1341,19,Female,Public,15.3,91.6,85.7,Master,Low,2,8,0,6.1,1,80.3
1342,18,Female,Public,15.0,91.1,92.8,Bachelor,Low,1,5,0,6.5,1,88.5
1343,17,Female,Public,21.0,90.5,57.1,Bachelor,Medium,3,5,1,8.7,0,74.9
1344,18,Female,Private,22.6,95.1,72.9,PhD,Low,1,7,0,5.7,0,84.2
1345,18,Male,Public,7.5,86.6,70.6,High School,High,0,9,0,9.6,0,62.5
1346,18,Female,Private,15.1,99.8,85.3,Bachelor,Medium,0,5,0,7.5,0,97.7
1347,19,Male,Public,11.6,77.9,46.3,Bachelor,Medium,2,6,1,5.4,1,67.1
1348,19,Female,Public,13.4,81.1,96.8,High School,Low,2,7,0,5.8,1,66.0
1349,18,Male,Public,17.0,91.0,73.6,High School,High,3,5,0,8.0,1,97.1
1350,19,Female,Public,18.3,95.3,86.0,Bachelor,Low,5,5,0,7.9,1,100.0
1351,16,Male,Public,14.4,99.0,74.3,High School,Low,2,5,0,7.5,1,85.3
1352,16,Male,Private,5.4,82.1,80.9,Bachelor,Low,0,10,1,7.1,1,78.9
1353,19,Female,Public,10.2,84.6,47.1,Bachelor,Low,2,9,0,6.9,1,63.8
1354,19,Male,Public,19.5,91.1,70.4,Bachelor,Medium,3,9,1,6.1,1,89.9
1355,18,Male,Public,2.0,71.1,85.2,Bachelor,Medium,0,6,1,7.5,1,71.9
1356,17,Male,Public,20.9,93.0,78.5,Bachelor,Low,2,7,0,8.9,1,99.7
1357,19,Male,Public,17.6,98.1,55.4,High School,Medium,3,11,1,7.0,1,80.6
1358,16,Male,Public,21.6,92.4,75.7,High School,Medium,3,6,0,7.3,1,100.0
1359,18,Male,Public,14.0,91.2,65.2,Bachelor,High,0,4,0,8.2,1,75.4
1360,19,Female,Public,4.7,96.2,64.1,PhD,Low,0,10,0,6.4,1,62.3
1361,16,Male,Public,17.2,88.3,56.8,High School,Low,5,10,1,7.5,1,92.9
1362,16,Female,Public,21.4,97.2,82.4,Bachelor,Low,0,14,1,8.0,1,100.0
1363,17,Female,Public,19.6,87.8,88.4,Master,Medium,3,11,0,6.1,1,100.0
1364,18,Male,Public,11.7,99.0,100.0,Master,Medium,0,6,1,5.4,0,79.7
1365,18,Female,Private,15.4,81.1,57.3,PhD,Medium,0,10,0,6.7,1,74.3
1366,17,Male,Public,12.3,98.3,84.2,High School,Low,3,8,1,8.0,1,83.6
1367,17,Female,Public,10.9,99.4,85.0,High School,Medium,5,9,1,5.2,1,77.3
1368,18,Male,Public,19.8,96.9,68.0,Bachelor,Medium,3,7,0,7.3,0,85.7
1369,18,Male,Public,9.0,99.5,64.0,High School,Medium,0,12,0,6.8,1,70.3
1370,19,Female,Private,10.5,85.8,62.0,Bachelor,Low,0,13,1,6.7,1,71.8
1371,19,Female,Public,9.5,98.2,68.7,Master,Medium,0,8,0,7.4,1,54.9
1372,17,Female,Private,7.5,75.0,77.4,Bachelor,Medium,5,12,0,5.0,1,69.3
1373,19,Male,Private,15.7,83.2,91.3,High School,Medium,3,7,0,8.4,0,92.9
1374,16,Female,Public,20.8,86.0,88.3,High School,High,4,10,0,5.9,0,100.0
1375,19,Male,Public,14.1,89.4,55.6,PhD,Medium,1,9,0,7.4,1,75.4
1376,19,Male,Public,7.5,92.8,65.5,Bachelor,Low,2,4,1,7.8,0,61.5
1377,16,Male,Public,19.2,83.9,90.6,PhD,Low,1,5,0,8.8,1,88.4
1378,17,Female,Public,23.4,96.9,66.2,Master,High,5,8,0,7.0,1,81.3
1379,16,Male,Public,11.8,91.8,74.3,PhD,Medium,3,6,0,5.2,1,74.1
1380,19,Male,Public,12.6,96.5,54.5,Master,Medium,4,7,0,5.1,1,82.9
1381,17,Female,Public,17.6,87.8,88.8,Bachelor,Medium,5,5,1,8.5,1,100.0
1382,19,Male,Public,23.1,88.0,52.0,Master,Low,3,1,0,6.3,1,86.9
1383,16,Male,Private,12.4,92.0,55.3,Bachelor,High,0,4,1,6.5,1,68.4
1384,16,Male,Public,8.3,95.5,87.6,High School,Low,5,8,0,5.6,1,81.4
1385,19,Female,Private,18.2,81.6,98.0,High School,Medium,2,4,0,6.5,1,93.5
1386,18,Male,Public,19.0,96.1,71.5,Bachelor,Medium,1,7,1,9.1,1,100.0
1387,18,Male,Public,15.0,84.3,74.4,High School,Medium,3,2,0,7.0,1,87.4
1388,16,Female,Public,12.2,82.8,85.9,High School,Medium,4,5,1,6.0,1,82.5
1389,16,Female,Public,20.0,94.1,78.5,Bachelor,Medium,0,11,0,8.3,1,98.9
1390,18,Male,Public,17.6,91.0,70.5,PhD,Medium,4,9,0,4.0,1,95.7
1391,18,Female,Public,11.2,98.2,69.2,Bachelor,Medium,2,9,0,7.0,1,88.1
1392,19,Female,Private,15.2,90.7,56.2,Bachelor,Low,4,3,0,6.6,1,83.9
1393,19,Female,Public,8.2,93.3,77.8,High School,Medium,4,12,1,6.7,1,99.5
1394,18,Male,Public,18.4,97.4,73.9,High School,Medium,0,7,0,5.3,1,100.0
1395,19,Female,Private,13.7,75.6,69.7,Bachelor,Medium,4,9,0,6.8,1,89.4
1396,19,Female,Public,12.8,99.5,63.0,Master,Medium,0,7,0,6.5,1,69.0
1397,17,Male,Public,14.8,84.8,64.2,Bachelor,Medium,2,13,0,5.9,1,67.1
1398,19,Male,Public,15.2,83.1,82.4,Bachelor,Low,3,10,0,6.5,1,75.3
1399,16,Male,Private,19.5,89.0,85.6,Master,Medium,0,8,1,4.7,1,100.0
1400,19,Male,Public,18.0,67.4,71.1,High School,Low,5,9,0,9.6,1,94.1
1401,19,Female,Public,14.2,99.1,69.8,Bachelor,Medium,5,8,0,4.0,1,80.7
1402,18,Male,Public,18.8,94.8,64.8,Master,Medium,3,9,0,6.8,1,78.2
1403,16,Male,Private,17.0,89.5,86.2,Bachelor,Low,1,10,0,6.8,1,99.2
1404,19,Female,Public,12.9,97.5,75.4,High School,Medium,4,6,0,6.3,1,79.2
1405,19,Male,Private,14.4,91.1,79.4,High School,High,3,12,0,6.7,1,83.3
1406,17,Female,Public,14.3,91.5,79.3,Bachelor,Medium,4,8,0,7.8,1,92.7
1407,19,Male,Private,17.5,92.7,71.3,High School,High,0,5,0,5.5,1,83.0
1408,19,Male,Public,13.2,50.2,61.0,Master,High,4,12,0,4.9,1,63.2
1409,17,Male,Public,13.0,79.0,63.0,High School,Medium,2,11,0,6.4,1,61.9
1410,18,Male,Private,24.8,94.0,88.5,High School,High,5,9,0,4.0,1,87.4
1411,19,Male,Public,19.7,93.9,66.3,High School,Medium,3,6,0,5.9,1,94.9
1412,17,Female,Public,11.2,97.8,70.1,PhD,Medium,4,5,0,6.4,1,79.7
1413,16,Female,Public,17.9,99.5,61.4,Master,High,3,12,0,7.1,1,78.1
1414,18,Male,Public,15.6,85.6,60.4,Master,Medium,3,7,1,8.5,1,89.6
1415,16,Female,Public,17.0,88.2,65.8,Bachelor,Low,2,10,1,7.4,0,89.3
1416,16,Female,Public,15.7,89.6,95.3,Master,Low,0,8,0,7.4,1,84.6
1417,17,Female,Public,20.9,79.5,82.9,Master,Medium,4,5,0,6.1,1,91.9
1418,19,Male,Public,16.7,68.2,68.7,Bachelor,Medium,1,9,1,6.3,1,85.9
1419,17,Male,Public,14.7,97.9,88.0,PhD,Low,3,12,0,6.3,0,75.9
1420,17,Male,Public,20.2,98.1,73.2,Master,High,0,7,1,6.8,1,100.0
1421,17,Female,Public,16.2,89.5,91.3,PhD,Medium,1,9,0,6.5,0,93.3
1422,17,Female,Public,15.6,82.7,100.0,Master,Medium,3,10,0,7.4,1,100.0
1423,18,Male,Public,16.6,90.2,87.3,Master,Low,1,13,0,7.7,0,100.0
1424,19,Male,Private,14.5,97.9,76.1,PhD,Low,4,8,1,8.5,1,100.0
1425,16,Female,Public,15.0,86.9,83.4,Bachelor,Low,4,7,0,7.3,1,82.3
1426,16,Female,Private,12.1,79.0,75.2,Master,Medium,5,9,0,7.4,1,83.5
1427,19,Female,Private,11.2,98.1,53.0,High School,Medium,3,6,1,8.4,1,80.0
1428,16,Female,Private,10.0,86.6,67.1,Master,Medium,3,3,0,7.9,1,87.3
1429,19,Male,Public,8.0,68.1,63.6,Master,Low,5,5,0,6.6,0,75.2
1430,16,Female,Private,10.6,86.7,66.9,Master,High,4,7,0,5.7,1,85.0
1431,17,Female,Private,14.1,84.7,96.5,Master,Low,0,7,0,6.4,1,87.7
1432,16,Male,Public,15.5,72.5,88.5,Bachelor,Low,1,10,0,6.0,1,75.3
1433,19,Female,Public,13.6,95.6,80.3,Bachelor,High,3,6,0,7.1,1,78.8
1434,19,Female,Public,3.2,99.0,84.7,High School,Low,3,9,0,7.6,1,77.0
1435,19,Male,Public,22.9,83.1,52.3,High School,Medium,2,9,0,6.5,1,75.1
1436,19,Female,Public,20.4,93.5,83.7,Bachelor,Low,1,8,0,6.6,0,97.6
1437,19,Female,Public,17.2,93.8,86.3,Bachelor,Low,5,4,1,4.0,1,90.5
1438,18,Female,Public,24.5,92.3,48.1,High School,Medium,4,8,0,6.3,1,68.9
1439,18,Male,Public,10.1,86.3,84.2,High School,Low,5,7,0,10.8,1,89.7
1440,16,Male,Public,24.4,97.6,57.9,Bachelor,Low,3,8,1,8.3,1,100.0
1441,19,Female,Public,10.2,97.8,51.4,Master,Medium,3,10,0,8.6,1,82.2
1442,16,Male,Private,16.2,87.9,90.9,Bachelor,Medium,4,7,1,7.6,1,94.0
1443,19,Female,Public,8.6,75.1,62.9,High School,High,1,11,0,8.1,1,60.9
1444,19,Female,Public,15.1,92.6,66.4,Master,High,0,9,1,6.6,1,82.7
1445,18,Male,Public,16.9,93.3,86.9,High School,Medium,4,7,1,6.0,1,86.2
1446,18,Male,Public,14.2,96.4,71.3,Bachelor,Low,0,4,1,8.8,1,96.1
1447,17,Male,Public,18.6,84.1,72.8,High School,Medium,3,7,0,5.7,1,86.1
1448,18,Male,Private,15.5,77.8,72.6,PhD,Medium,0,7,1,7.6,1,78.4
1449,17,Female,Public,12.4,92.7,79.2,High School,Low,0,8,1,9.1,0,88.7
1450,17,Female,Private,12.2,92.1,72.3,Master,Medium,4,9,0,8.2,1,94.4
1451,17,Female,Public,19.1,95.9,76.4,Bachelor,High,5,6,0,6.7,1,91.2
1452,17,Female,Public,11.7,93.9,69.0,High School,Medium,3,15,0,8.5,1,75.2
1453,17,Male,Public,19.6,84.4,79.2,High School,Medium,1,7,0,7.3,1,88.2
1454,16,Female,Private,21.1,98.7,78.8,Bachelor,Low,2,6,0,6.8,1,98.0
1455,18,Female,Public,6.7,94.8,97.8,Master,Medium,0,12,0,7.9,1,98.4
1456,17,Female,Public,20.7,97.0,70.4,High School,Low,3,8,0,5.9,1,82.1
1457,19,Female,Private,25.3,88.4,72.8,Master,High,2,10,0,5.3,1,100.0
1458,18,Male,Public,16.3,96.9,77.9,Bachelor,Low,1,11,0,6.7,1,85.9
1459,18,Female,Public,18.0,88.8,86.6,High School,High,2,11,0,6.2,0,100.0
1460,17,Male,Private,20.2,88.5,61.9,High School,Medium,1,7,0,5.3,1,74.0
1461,16,Male,Public,13.6,69.0,76.2,PhD,Medium,5,11,1,7.0,1,96.2
1462,17,Male,Public,15.9,92.6,44.9,Bachelor,High,2,8,1,6.4,1,92.3
1463,16,Female,Public,8.4,58.1,71.7,High School,Low,1,13,0,5.9,1,79.6
1464,19,Female,Public,15.7,97.4,87.9,Bachelor,Low,5,8,1,7.0,1,97.1
1465,18,Female,Public,17.5,66.9,66.3,High School,High,0,8,0,5.9,1,77.9
1466,19,Female,Public,17.6,91.2,77.1,Bachelor,Medium,2,14,0,8.4,1,86.3
1467,16,Female,Public,20.3,65.7,68.7,High School,Medium,1,13,0,9.1,1,81.5
1468,16,Female,Public,11.1,97.0,64.7,PhD,Low,3,8,0,7.8,1,84.9
1469,19,Male,Private,12.3,98.6,86.7,Bachelor,Medium,4,10,0,6.5,1,86.0
1470,16,Male,Private,24.5,84.8,62.5,PhD,Low,5,6,1,7.5,1,100.0
1471,19,Male,Public,14.2,82.6,78.5,Bachelor,Medium,2,8,0,6.2,1,85.1
1472,18,Female,Public,16.0,92.4,78.7,Bachelor,Medium,5,8,0,7.8,1,79.2
1473,19,Female,Private,14.7,96.4,64.8,PhD,Medium,2,9,0,7.9,1,73.2
1474,18,Male,Public,10.9,93.0,76.9,Bachelor,Low,2,5,0,7.9,1,87.9
1475,19,Male,Public,23.1,77.8,63.8,Bachelor,Medium,2,6,1,6.6,0,97.3
1476,16,Female,Private,12.4,95.3,81.3,High School,Medium,4,7,1,7.8,1,89.9
1477,19,Male,Private,9.4,76.8,59.2,PhD,Medium,2,9,0,7.6,1,71.5
1478,16,Female,Public,12.7,86.0,70.9,High School,Medium,5,8,0,7.3,1,90.9
1479,19,Female,Public,5.0,94.9,72.0,Master,Low,0,10,0,7.1,1,76.9
1480,19,Male,Public,11.7,76.6,88.4,Bachelor,High,0,9,0,5.7,1,81.8
1481,17,Male,Public,10.2,98.3,76.7,High School,Medium,3,13,0,7.5,1,84.2
1482,16,Female,Public,18.1,91.9,86.5,High School,Medium,4,8,0,6.7,1,100.0
1483,17,Female,Public,11.6,91.8,81.7,PhD,Low,5,8,0,5.5,1,76.1
1484,16,Female,Public,19.4,79.8,81.6,Master,Medium,3,9,0,6.2,1,91.9
1485,17,Female,Private,22.0,87.5,71.0,Bachelor,Low,0,9,0,7.5,0,93.7
1486,18,Male,Private,18.9,63.7,87.3,Bachelor,High,2,6,1,6.4,1,88.8
1487,19,Male,Public,13.9,99.4,70.7,High School,Medium,2,5,0,6.3,1,80.1
1488,16,Female,Private,15.7,89.4,54.2,Bachelor,Low,1,5,0,4.5,1,64.0
1489,16,Female,Private,7.4,87.3,72.4,Bachelor,Low,4,7,0,8.3,0,82.6
1490,19,Male,Public,14.3,90.4,80.4,Master,High,1,7,0,5.7,1,79.6
1491,16,Female,Public,10.7,97.3,55.7,Bachelor,Medium,4,9,1,7.1,1,78.6
1492,16,Female,Public,18.5,96.7,64.4,PhD,Low,4,5,0,6.4,0,94.0
1493,17,Male,Public,27.9,98.4,60.2,High School,High,2,10,0,7.3,1,100.0
1494,16,Male,Public,17.5,93.8,84.4,High School,Low,2,5,1,7.3,1,98.9
1495,18,Female,Public,5.0,90.1,95.1,PhD,Medium,3,7,0,6.8,1,76.4
1496,18,Male,Public,13.2,98.3,72.5,Bachelor,Medium,0,7,1,7.3,1,93.8
1497,19,Male,Public,15.6,83.1,81.4,Bachelor,High,0,8,1,7.0,1,94.9
1498,16,Male,Private,15.4,96.2,81.1,Master,Medium,2,4,1,5.4,1,81.4
1499,19,Female,Public,11.3,92.1,93.6,Bachelor,Medium,0,7,0,8.4,0,100.0
1500,18,Female,Public,16.2,93.7,67.2,High School,Medium,4,13,1,8.8,0,94.5
1501,16,Female,Public,8.8,93.4,72.4,Bachelor,Medium,0,8,0,5.9,1,79.2
1502,16,Male,Public,10.3,90.0,70.9,High School,Low,5,9,0,5.1,1,74.9
1503,19,Female,Private,18.2,74.5,75.9,High School,Medium,3,7,0,8.5,1,93.7
1504,18,Female,Public,9.9,83.8,100.0,High School,Medium,0,4,1,5.7,1,86.7
1505,16,Female,Public,17.7,96.9,75.4,Bachelor,Medium,0,11,0,8.6,1,98.7
1506,19,Female,Private,8.2,84.7,64.7,High School,Medium,3,8,0,8.4,1,77.3
1507,18,Male,Public,23.8,96.5,61.1,Master,Medium,3,10,0,6.8,1,99.9
1508,19,Female,Public,11.1,92.1,90.0,Bachelor,Medium,2,8,1,6.8,0,78.8
1509,17,Male,Public,13.9,99.1,64.7,High School,Medium,3,8,0,5.8,0,68.4
1510,16,Female,Private,16.7,89.1,83.0,Bachelor,High,5,7,1,7.1,1,96.1
1511,17,Male,Public,12.2,98.1,66.8,Master,Medium,2,6,0,7.6,1,76.6
1512,18,Male,Public,15.7,98.5,59.8,Bachelor,Medium,4,8,1,7.4,1,97.0
1513,17,Male,Public,17.9,97.1,82.3,High School,Low,1,14,0,7.7,1,87.6
1514,17,Female,Public,19.8,80.6,67.4,High School,Low,0,7,0,8.3,1,96.5
1515,18,Male,Private,19.0,96.8,80.1,Master,Medium,3,10,0,6.9,1,80.4
1516,19,Female,Public,14.1,83.4,81.0,High School,Low,0,9,0,10.4,1,78.9
1517,17,Male,Public,14.3,89.6,81.6,High School,High,4,5,0,7.5,1,86.8
1518,19,Male,Public,26.7,94.0,71.8,Bachelor,High,1,9,0,7.5,1,100.0
1519,17,Female,Private,19.7,99.7,83.2,High School,Medium,3,8,0,7.5,1,100.0
1520,19,Male,Public,10.4,90.1,63.9,PhD,Medium,2,2,0,7.5,1,82.0
1521,18,Male,Private,15.5,85.1,45.6,Master,Medium,2,6,0,7.5,1,76.0
1522,17,Female,Private,13.3,76.5,83.5,Bachelor,Medium,3,11,1,8.3,1,89.5
1523,18,Male,Public,14.3,99.5,77.0,Master,Medium,3,4,0,4.0,1,73.8
1524,17,Male,Public,8.9,95.5,67.7,Bachelor,Low,4,9,0,6.7,1,58.7
1525,18,Male,Public,12.9,98.6,57.3,Master,High,1,1,0,5.0,1,77.6
1526,18,Female,Private,24.1,98.9,50.6,Bachelor,Medium,3,7,1,8.6,1,91.3
1527,17,Female,Public,17.9,90.4,75.6,High School,Low,2,12,1,5.3,1,91.9
1528,17,Female,Public,2.5,86.0,94.8,PhD,Medium,1,8,1,6.1,1,83.0
1529,17,Female,Private,21.1,81.7,73.3,Master,Medium,3,9,1,6.2,1,100.0
1530,16,Male,Public,20.4,99.7,70.7,PhD,Low,1,5,0,5.5,1,89.4
1531,19,Male,Public,13.2,87.4,74.7,Master,Low,4,4,0,6.6,1,71.5
1532,16,Female,Public,18.6,92.9,100.0,Bachelor,Low,5,3,0,4.5,1,96.7
1533,16,Male,Public,10.7,96.5,84.0,High School,High,3,5,1,8.8,1,77.1
1534,18,Male,Private,12.6,94.5,63.8,High School,Low,3,6,1,7.5,1,82.1
1535,17,Male,Public,22.5,79.7,75.3,High School,Medium,1,6,0,6.1,1,92.2
1536,19,Male,Public,13.6,93.6,79.0,High School,Low,3,4,0,7.7,1,87.4
1537,18,Female,Private,5.7,99.0,62.3,Bachelor,Medium,1,8,0,7.4,1,77.6
1538,16,Male,Public,14.7,96.0,84.1,Bachelor,Medium,5,8,0,5.9,1,92.3
1539,17,Male,Private,14.6,84.4,65.2,Bachelor,High,1,6,0,7.8,1,75.0
1540,18,Male,Private,21.0,72.2,56.9,Bachelor,Medium,3,9,0,6.7,1,92.9
1541,17,Female,Public,15.1,99.7,75.9,Bachelor,Medium,2,7,0,8.4,1,99.9
1542,18,Male,Public,12.9,88.9,74.0,Bachelor,Medium,4,9,1,6.4,1,77.8
1543,17,Male,Public,20.2,69.5,75.0,PhD,Medium,1,9,1,5.4,1,76.8
1544,16,Female,Public,15.6,96.4,65.8,Bachelor,Low,2,6,0,8.2,1,67.7
1545,19,Female,Public,11.2,93.0,67.5,High School,Medium,1,8,0,6.7,1,80.8
1546,16,Male,Public,20.8,90.8,88.5,Bachelor,Low,2,8,0,7.0,1,100.0
1547,19,Male,Public,16.0,95.0,80.3,Master,High,3,7,0,7.3,1,86.5
1548,17,Male,Private,15.0,81.4,63.5,Bachelor,Medium,4,8,0,5.8,1,75.7
1549,18,Male,Public,15.9,98.8,51.6,PhD,Medium,2,7,0,6.6,1,81.9
1550,16,Male,Public,9.6,74.0,64.0,High School,Medium,0,7,1,6.4,0,75.0
1551,19,Male,Public,12.4,96.6,76.9,High School,Medium,1,7,1,6.5,1,89.6
1552,16,Male,Private,15.0,99.3,67.4,High School,Medium,2,8,0,8.5,1,100.0
1553,19,Male,Public,14.0,99.2,66.5,Master,Medium,4,7,0,6.1,1,78.3
1554,16,Female,Private,21.4,99.9,67.9,Bachelor,Low,4,12,0,6.0,1,92.7
1555,19,Female,Public,16.1,96.1,74.1,High School,Low,4,9,1,8.7,1,90.8
1556,19,Female,Public,19.3,91.6,84.4,High School,Low,5,7,1,5.8,1,100.0
1557,17,Male,Public,15.0,96.4,75.0,Bachelor,Low,2,8,1,7.1,1,100.0
1558,19,Male,Public,20.3,87.8,75.7,PhD,High,2,7,1,7.8,1,100.0
1559,17,Female,Public,17.0,59.5,72.3,Bachelor,Medium,3,9,1,7.8,1,90.0
1560,19,Male,Public,15.1,81.4,69.0,High School,Low,0,7,0,5.3,1,88.2
1561,18,Male,Public,14.9,99.5,85.7,Bachelor,Low,5,11,0,6.1,1,85.8
1562,18,Female,Private,10.2,88.2,83.9,Bachelor,Medium,2,5,0,4.9,1,78.9
1563,18,Female,Public,17.5,96.1,99.5,Bachelor,Medium,5,9,1,8.0,1,93.4
1564,19,Female,Private,14.8,93.4,82.3,Bachelor,Medium,3,6,0,8.3,1,91.4
1565,17,Male,Public,12.5,95.7,69.0,Bachelor,Medium,1,8,0,8.2,1,80.3
1566,17,Male,Public,20.5,82.0,64.1,PhD,High,0,8,0,7.0,1,96.4
1567,19,Female,Public,8.7,96.7,86.4,High School,Low,5,7,1,6.7,1,84.1
1568,18,Male,Public,12.9,79.5,65.2,Master,Medium,4,7,0,6.3,1,71.5
1569,18,Female,Public,20.1,56.1,84.7,PhD,High,0,5,0,5.2,1,98.5
1570,17,Female,Public,16.6,75.3,65.9,Bachelor,Low,1,8,1,7.6,1,84.9
1571,18,Female,Public,14.8,81.4,79.2,High School,Medium,2,4,0,5.8,1,86.9
1572,16,Male,Public,16.3,75.3,62.3,Master,Low,2,13,0,4.5,1,84.8
1573,17,Male,Public,15.9,94.5,84.4,Master,Medium,5,8,0,8.6,1,89.0
1574,18,Female,Private,7.4,84.9,60.2,High School,Low,3,14,1,6.3,1,76.6
1575,17,Female,Public,13.3,98.2,78.3,Bachelor,High,2,7,0,7.3,1,79.5
1576,16,Female,Public,23.1,84.3,72.6,Bachelor,High,2,11,1,6.8,1,100.0
1577,17,Male,Public,11.7,80.2,76.2,High School,High,0,6,0,8.4,1,87.7
1578,17,Male,Public,13.4,99.5,70.3,Master,Medium,1,6,1,5.2,1,79.2
1579,17,Female,Public,12.3,70.1,70.0,Bachelor,High,4,5,1,7.9,1,63.1
1580,17,Female,Public,14.6,77.4,76.9,Master,Medium,4,8,0,6.9,1,73.5
1581,16,Female,Public,12.1,83.7,63.0,Bachelor,Medium,3,8,0,7.5,1,76.4
1582,19,Male,Public,17.4,94.6,62.9,Bachelor,Low,1,9,1,6.5,0,79.7
1583,17,Female,Public,16.0,87.3,70.7,Bachelor,Medium,0,6,0,6.6,1,79.5
1584,17,Female,Public,18.9,88.2,70.2,High School,Medium,4,9,0,8.1,1,94.3
1585,18,Female,Public,9.7,77.1,62.9,Master,Low,3,5,0,6.1,1,65.1
1586,17,Male,Private,13.3,94.1,86.1,Bachelor,Medium,2,8,0,6.4,1,86.6
1587,18,Male,Public,13.9,91.1,71.0,Master,High,2,9,0,6.7,1,75.5
1588,19,Female,Public,17.3,88.8,72.3,Master,Medium,5,9,0,5.3,1,98.2
1589,16,Male,Private,11.0,87.4,59.1,Bachelor,Medium,0,6,0,6.7,1,65.2
1590,16,Male,Private,19.6,96.7,99.9,High School,High,4,11,0,6.8,1,100.0
1591,19,Female,Public,20.9,98.5,100.0,PhD,Low,5,7,0,7.8,1,100.0
1592,16,Male,Public,10.1,92.8,65.6,Bachelor,High,5,9,0,6.4,1,64.3
1593,19,Female,Private,12.5,87.0,89.7,PhD,Medium,5,8,0,4.7,1,81.7
